symbol	ROS_gene_id
STAC2	gene-STAC2
STAG1	gene-STAG1
STAG2	gene-STAG2
STAM	gene-STAM
STAMBPL1	gene-STAMBPL1
STAP1	gene-STAP1
STAP2	gene-STAP2
STAR	gene-STAR
STARD10	gene-STARD10
STARD13	gene-STARD13
STARD3	gene-STARD3
STARD3NL	gene-STARD3NL
STARD4	gene-STARD4
STARD5	gene-STARD5
STARD6	gene-STARD6
STARD7	gene-STARD7
STARD8	gene-STARD8
STARD9	gene-STARD9
STAT1	gene-STAT1
STAT2	gene-STAT2
STAT3	gene-STAT3
STAT4	gene-STAT4
STAT5A	gene-STAT5A
STAT5B	gene-STAT5B
STAT6	gene-STAT6
STAU1	gene-STAU1
STAU2	gene-STAU2
STBD1	gene-STBD1
STC1	gene-STC1
STC2	gene-STC2
STEAP3	gene-STEAP3
STEAP4	gene-STEAP4
STEEP1	gene-STEEP1
STIL	gene-STIL
STIM1	gene-STIM1
STIM2	gene-STIM2
STING1	gene-STING1
STIP1	gene-STIP1
STK10	gene-STK10
STK11	gene-STK11
STK11IP	gene-STK11IP
STK16	gene-STK16
STK17A	gene-STK17A
STK17B	gene-STK17B
STK24	gene-STK24
STK25	gene-STK25
STK26	gene-STK26
STK3	gene-STK3
STK33	gene-STK33
STK36	gene-STK36
STK38	gene-STK38
STK38L	gene-STK38L
STK39	gene-STK39
STK4	gene-STK4
STK40	gene-STK40
STKLD1	gene-STKLD1
STMN1	gene-STMN1
STMN2	gene-STMN2
STMN3	gene-STMN3
STMP1	gene-STMP1
STN1	gene-STN1
STOM	gene-STOM
STOML1	gene-STOML1
STOML2	gene-STOML2
STON1	gene-STON1
STON2	gene-STON2
STOX1	gene-STOX1
STOX2	gene-STOX2
STPG1	gene-STPG1
STPG2	gene-STPG2
STRA6	gene-STRA6
STRADA	gene-STRADA
STRADB	gene-STRADB
STRAP	gene-STRAP
STRBP	gene-STRBP
STRC	gene-STRC
STRIP1	gene-STRIP1
STRIP2	gene-STRIP2
STRN	gene-STRN
STRN3	gene-STRN3
STRN4	gene-STRN4
STS	gene-STS
STT3A	gene-STT3A
STT3B	gene-STT3B
STUB1	gene-STUB1
STX10	gene-STX10
STX11	gene-STX11
STX12	gene-STX12
STX17	gene-STX17
STX18	gene-STX18
STX1A	gene-STX1A
STX1B	gene-STX1B
STX2	gene-STX2
STX3	gene-STX3
STX4	gene-STX4
STX5	gene-STX5
STX6	gene-STX6
STX7	gene-STX7
STX8	gene-STX8
STXBP1	gene-STXBP1
STXBP2	gene-STXBP2
STXBP3	gene-STXBP3
STXBP4	gene-STXBP4
STXBP5	gene-STXBP5
STYK1	gene-STYK1
STYX	gene-STYX
STYXL2	gene-STYXL2
SUB1	gene-SUB1
SUCLA2	gene-SUCLA2
SUCLG1	gene-SUCLG1
SUCLG2	gene-SUCLG2
SUCO	gene-SUCO
SUDS3	gene-SUDS3
SUFU	gene-SUFU
SUGCT	gene-SUGCT
SUGP1	gene-SUGP1
SUGP2	gene-SUGP2
SUGT1	gene-SUGT1
SULF2	gene-SULF2
SULT1A1	gene-SULT1A1
SULT1C4	gene-SULT1C4
SULT2B1	gene-SULT2B1
SUMF1	gene-SUMF1
SUMF2	gene-SUMF2
SUMO1	gene-SUMO1
SUMO2	gene-SUMO2
SUN1	gene-SUN1
SUN2	gene-SUN2
SUOX	gene-SUOX
SUPT16H	gene-SUPT16H
SUPT20H	gene-SUPT20H
SUPT3H	gene-SUPT3H
SUPT4H1	gene-SUPT4H1
SUPT5H	gene-SUPT5H
SUPT6H	gene-SUPT6H
SUPT7L	gene-SUPT7L
SUPV3L1	gene-SUPV3L1
SURF1	gene-SURF1
SURF2	gene-SURF2
SURF4	gene-SURF4
SUSD1	gene-SUSD1
SUSD2	gene-SUSD2
SUSD3	gene-SUSD3
SUSD5	gene-SUSD5
SUSD6	gene-SUSD6
SUV39H1	gene-SUV39H1
SUV39H2	gene-SUV39H2
SUZ12	gene-SUZ12
SV2A	gene-SV2A
SV2B	gene-SV2B
SV2C	gene-SV2C
SVBP	gene-SVBP
SVEP1	gene-SVEP1
SVIL	gene-SVIL
SVIP	gene-SVIP
SVOPL	gene-SVOPL
SWAP70	gene-SWAP70
SWI5	gene-SWI5
SWSAP1	gene-SWSAP1
SWT1	gene-SWT1
SYAP1	gene-SYAP1
SYBU	gene-SYBU
SYCE1	gene-SYCE1
SYCE1L	gene-SYCE1L
SYCE2	gene-SYCE2
SYCP2	gene-SYCP2
SYDE1	gene-SYDE1
SYK	gene-SYK
SYMPK	gene-SYMPK
SYN1	gene-SYN1
SYNC	gene-SYNC
SYNCRIP	gene-SYNCRIP
SYNDIG1	gene-SYNDIG1
SYNE1	gene-SYNE1
SYNE2	gene-SYNE2
SYNE3	gene-SYNE3
SYNGAP1	gene-SYNGAP1
SYNGR1	gene-SYNGR1
SYNGR2	gene-SYNGR2
SYNGR4	gene-SYNGR4
SYNJ1	gene-SYNJ1
SYNJ2	gene-SYNJ2
SYNJ2BP	gene-SYNJ2BP
SYNM	gene-SYNM
SYNPO	gene-SYNPO
SYNPO2	gene-SYNPO2
SYNPO2L	gene-SYNPO2L
SYNRG	gene-SYNRG
SYP	gene-SYP
SYPL1	gene-SYPL1
SYS1	gene-SYS1
SYT11	gene-SYT11
SYT16	gene-SYT16
SYT2	gene-SYT2
SYT3	gene-SYT3
SYT5	gene-SYT5
SYTL1	gene-SYTL1
SYTL2	gene-SYTL2
SYTL3	gene-SYTL3
SYVN1	gene-SYVN1
SZRD1	gene-SZRD1
SZT2	gene-SZT2
TAB1	gene-TAB1
TAB2	gene-TAB2
TAB3	gene-TAB3
TACC1	gene-TACC1
TACC2	gene-TACC2
TACC3	gene-TACC3
TACO1	gene-TACO1
TADA1	gene-TADA1
TADA2A	gene-TADA2A
TADA2B	gene-TADA2B
TADA3	gene-TADA3
TAF10	gene-TAF10
TAF11	gene-TAF11
TAF12	gene-TAF12
TAF15	gene-TAF15
TAF1A	gene-TAF1A
TAF1B	gene-TAF1B
TAF1C	gene-TAF1C
TAF2	gene-TAF2
TAF3	gene-TAF3
TAF4	gene-TAF4
TAF4B	gene-TAF4B
TAF5	gene-TAF5
TAF5L	gene-TAF5L
TAF6	gene-TAF6
TAF6L	gene-TAF6L
TAF7	gene-TAF7
TAF8	gene-TAF8
TAF9	gene-TAF9
TAF9B	gene-TAF9B
TAGAP	gene-TAGAP
TAGLN	gene-TAGLN
TAGLN2	gene-TAGLN2
TAL1	gene-TAL1
TAL2	gene-TAL2
TAMM41	gene-TAMM41
TANC1	gene-TANC1
TANC2	gene-TANC2
TANGO2	gene-TANGO2
TANGO6	gene-TANGO6
TANK	gene-TANK
TAOK1	gene-TAOK1
TAOK2	gene-TAOK2
TAOK3	gene-TAOK3
TAP1	gene-TAP1
TAPBP	gene-TAPBP
TAPBPL	gene-TAPBPL
TAPT1	gene-TAPT1
TARBP1	gene-TARBP1
TARBP2	gene-TARBP2
TARDBP	gene-TARDBP
TARS1	gene-TARS1
TARS2	gene-TARS2
TARS3	gene-TARS3
TAS1R1	gene-TAS1R1
TAS2R40	gene-TAS2R40
TASOR	gene-TASOR
TASOR2	gene-TASOR2
TASP1	gene-TASP1
TATDN1	gene-TATDN1
TATDN3	gene-TATDN3
TAX1BP1	gene-TAX1BP1
TAX1BP3	gene-TAX1BP3
TAZ	gene-TAZ
TBATA	gene-TBATA
TBC1D1	gene-TBC1D1
TBC1D10A	gene-TBC1D10A
TBC1D10B	gene-TBC1D10B
TBC1D10C	gene-TBC1D10C
TBC1D12	gene-TBC1D12
TBC1D13	gene-TBC1D13
TBC1D15	gene-TBC1D15
TBC1D17	gene-TBC1D17
TBC1D19	gene-TBC1D19
TBC1D2	gene-TBC1D2
TBC1D20	gene-TBC1D20
TBC1D22A	gene-TBC1D22A
TBC1D23	gene-TBC1D23
TBC1D25	gene-TBC1D25
TBC1D2B	gene-TBC1D2B
TBC1D30	gene-TBC1D30
TBC1D31	gene-TBC1D31
TBC1D32	gene-TBC1D32
TBC1D4	gene-TBC1D4
TBC1D5	gene-TBC1D5
TBC1D7	gene-TBC1D7
TBC1D8	gene-TBC1D8
TBC1D9	gene-TBC1D9
TBC1D9B	gene-TBC1D9B
TBCA	gene-TBCA
TBCB	gene-TBCB
TBCC	gene-TBCC
TBCD	gene-TBCD
TBCE	gene-TBCE
TBCK	gene-TBCK
TBK1	gene-TBK1
TBKBP1	gene-TBKBP1
TBL1XR1	gene-TBL1XR1
TBL2	gene-TBL2
TBP	gene-TBP
TBPL1	gene-TBPL1
TBR1	gene-TBR1
TBRG1	gene-TBRG1
TBRG4	gene-TBRG4
TBX1	gene-TBX1
TBX10	gene-TBX10
TBX19	gene-TBX19
TBX20	gene-TBX20
TBX21	gene-TBX21
TBX3	gene-TBX3
TBX6	gene-TBX6
TBXA2R	gene-TBXA2R
TBXAS1	gene-TBXAS1
TCAF1	gene-TCAF1
TCAIM	gene-TCAIM
TCAP	gene-TCAP
TCEA1	gene-TCEA1
TCEA3	gene-TCEA3
TCEAL1	gene-TCEAL1
TCEANC	gene-TCEANC
TCEANC2	gene-TCEANC2
TCERG1	gene-TCERG1
TCF12	gene-TCF12
TCF15	gene-TCF15
TCF19	gene-TCF19
TCF20	gene-TCF20
TCF21	gene-TCF21
TCF23	gene-TCF23
TCF25	gene-TCF25
TCF3	gene-TCF3
TCF4	gene-TCF4
TCF7	gene-TCF7
TCF7L1	gene-TCF7L1
TCF7L2	gene-TCF7L2
TCHP	gene-TCHP
TCIRG1	gene-TCIRG1
TCN2	gene-TCN2
TCOF1	gene-TCOF1
TCP1	gene-TCP1
TCP11	gene-TCP11
TCP11L1	gene-TCP11L1
TCP11L2	gene-TCP11L2
TCTA	gene-TCTA
TCTN1	gene-TCTN1
TCTN2	gene-TCTN2
TCTN3	gene-TCTN3
TDG	gene-TDG
TDP1	gene-TDP1
TDP2	gene-TDP2
TDRD1	gene-TDRD1
TDRD12	gene-TDRD12
TDRD3	gene-TDRD3
TDRD7	gene-TDRD7
TDRP	gene-TDRP
TEAD1	gene-TEAD1
TEAD2	gene-TEAD2
TEAD3	gene-TEAD3
TEAD4	gene-TEAD4
TEC	gene-TEC
TECPR1	gene-TECPR1
TECPR2	gene-TECPR2
TECR	gene-TECR
TEDC1	gene-TEDC1
TEDC2	gene-TEDC2
TEF	gene-TEF
TEFM	gene-TEFM
TEK	gene-TEK
TEKT5	gene-TEKT5
TELO2	gene-TELO2
TEN1	gene-TEN1
TENM1	gene-TENM1
TENM2	gene-TENM2
TENM4	gene-TENM4
TENT2	gene-TENT2
TENT4A	gene-TENT4A
TENT4B	gene-TENT4B
TENT5A	gene-TENT5A
TENT5C	gene-TENT5C
TEP1	gene-TEP1
TEPSIN	gene-TEPSIN
TERB2	gene-TERB2
TERF1	gene-TERF1
TERF2	gene-TERF2
TERF2IP	gene-TERF2IP
TERT	gene-TERT
TES	gene-TES
TESC	gene-TESC
TESK1	gene-TESK1
TESMIN	gene-TESMIN
TESPA1	gene-TESPA1
TET1	gene-TET1
TET2	gene-TET2
TET3	gene-TET3
TEX10	gene-TEX10
TEX11	gene-TEX11
TEX12	gene-TEX12
TEX14	gene-TEX14
TEX15	gene-TEX15
TEX2	gene-TEX2
TEX264	gene-TEX264
TEX30	gene-TEX30
TEX9	gene-TEX9
TFAM	gene-TFAM
TFAP2A	gene-TFAP2A
TFAP2B	gene-TFAP2B
TFAP2C	gene-TFAP2C
TFAP4	gene-TFAP4
TFB1M	gene-TFB1M
TFB2M	gene-TFB2M
TFCP2	gene-TFCP2
TFCP2L1	gene-TFCP2L1
TFDP1	gene-TFDP1
TFDP2	gene-TFDP2
TFE3	gene-TFE3
TFEB	gene-TFEB
TFEC	gene-TFEC
TFF1	gene-TFF1
TFG	gene-TFG
TFIP11	gene-TFIP11
TFPT	gene-TFPT
TFRC	gene-TFRC
TG	gene-TG
TGDS	gene-TGDS
TGFA	gene-TGFA
TGFB1	gene-TGFB1
TGFB2	gene-TGFB2
TGFB3	gene-TGFB3
TGFBI	gene-TGFBI
TGFBR1	gene-TGFBR1
TGFBR2	gene-TGFBR2
TGFBR3	gene-TGFBR3
TGFBRAP1	gene-TGFBRAP1
TGIF1	gene-TGIF1
TGIF2	gene-TGIF2
TGM1	gene-TGM1
TGM2	gene-TGM2
TGM3	gene-TGM3
TGS1	gene-TGS1
THADA	gene-THADA
THAP1	gene-THAP1
THAP11	gene-THAP11
THAP12	gene-THAP12
THAP3	gene-THAP3
THAP4	gene-THAP4
THAP5	gene-THAP5
THAP6	gene-THAP6
THAP7	gene-THAP7
THAP8	gene-THAP8
THAP9	gene-THAP9
THBS1	gene-THBS1
THBS2	gene-THBS2
THBS3	gene-THBS3
THBS4	gene-THBS4
THEG	gene-THEG
THEGL	gene-THEGL
THEM4	gene-THEM4
THEM5	gene-THEM5
THEMIS	gene-THEMIS
THEMIS2	gene-THEMIS2
THG1L	gene-THG1L
THNSL1	gene-THNSL1
THNSL2	gene-THNSL2
THOC1	gene-THOC1
THOC2	gene-THOC2
THOC3	gene-THOC3
THOC5	gene-THOC5
THOC6	gene-THOC6
THOC7	gene-THOC7
THOP1	gene-THOP1
THPO	gene-THPO
THRA	gene-THRA
THRAP3	gene-THRAP3
THRB	gene-THRB
THSD1	gene-THSD1
THSD4	gene-THSD4
THTPA	gene-THTPA
THUMPD1	gene-THUMPD1
THUMPD2	gene-THUMPD2
THUMPD3	gene-THUMPD3
THY1	gene-THY1
THYN1	gene-THYN1
TIA1	gene-TIA1
TIAL1	gene-TIAL1
TIAM1	gene-TIAM1
TIAM2	gene-TIAM2
TICAM1	gene-TICAM1
TICAM2	gene-TICAM2
TICRR	gene-TICRR
TIE1	gene-TIE1
TIFA	gene-TIFA
TIGAR	gene-TIGAR
TIGD2	gene-TIGD2
TIGD3	gene-TIGD3
TIGD4	gene-TIGD4
TIGD5	gene-TIGD5
TIGD6	gene-TIGD6
TIGD7	gene-TIGD7
TIGIT	gene-TIGIT
TIMELESS	gene-TIMELESS
TIMM10	gene-TIMM10
TIMM10B	gene-TIMM10B
TIMM17A	gene-TIMM17A
TIMM21	gene-TIMM21
TIMM22	gene-TIMM22
TIMM29	gene-TIMM29
TIMM44	gene-TIMM44
TIMM50	gene-TIMM50
TIMM8A	gene-TIMM8A
TIMM8B	gene-TIMM8B
TIMMDC1	gene-TIMMDC1
TIMP1	gene-TIMP1
TIMP2	gene-TIMP2
TIMP3	gene-TIMP3
TIMP4	gene-TIMP4
TINAGL1	gene-TINAGL1
TINF2	gene-TINF2
TIPARP	gene-TIPARP
TIPIN	gene-TIPIN
TIRAP	gene-TIRAP
TJAP1	gene-TJAP1
TJP1	gene-TJP1
TJP2	gene-TJP2
TJP3	gene-TJP3
TK1	gene-TK1
TK2	gene-TK2
TKFC	gene-TKFC
TKT	gene-TKT
TKTL1	gene-TKTL1
TLCD1	gene-TLCD1
TLCD2	gene-TLCD2
TLCD3A	gene-TLCD3A
TLCD5	gene-TLCD5
TLDC2	gene-TLDC2
TLE1	gene-TLE1
TLE2	gene-TLE2
TLE3	gene-TLE3
TLE4	gene-TLE4
TLK1	gene-TLK1
TLK2	gene-TLK2
TLL1	gene-TLL1
TLL2	gene-TLL2
TLN1	gene-TLN1
TLN2	gene-TLN2
TLNRD1	gene-TLNRD1
TLR1	gene-TLR1
TLR10	gene-TLR10
TLR2	gene-TLR2
TLR3	gene-TLR3
TLR4	gene-TLR4
TLR5	gene-TLR5
TLR7	gene-TLR7
TLR9	gene-TLR9
TLX2	gene-TLX2
TM2D1	gene-TM2D1
TM2D2	gene-TM2D2
TM2D3	gene-TM2D3
TM4SF5	gene-TM4SF5
TM6SF1	gene-TM6SF1
TM7SF2	gene-TM7SF2
TM7SF3	gene-TM7SF3
TM9SF2	gene-TM9SF2
TM9SF3	gene-TM9SF3
TM9SF4	gene-TM9SF4
TMA16	gene-TMA16
TMA7	gene-TMA7
TMBIM1	gene-TMBIM1
TMBIM6	gene-TMBIM6
TMC3	gene-TMC3
TMC4	gene-TMC4
TMC5	gene-TMC5
TMC6	gene-TMC6
TMC7	gene-TMC7
TMC8	gene-TMC8
TMCC1	gene-TMCC1
TMCC2	gene-TMCC2
TMCC3	gene-TMCC3
TMCO1	gene-TMCO1
TMCO3	gene-TMCO3
TMCO4	gene-TMCO4
TMCO6	gene-TMCO6
TMED1	gene-TMED1
TMED2	gene-TMED2
TMED3	gene-TMED3
TMED4	gene-TMED4
TMED5	gene-TMED5
TMED7	gene-TMED7
TMED8	gene-TMED8
TMED9	gene-TMED9
TMEFF2	gene-TMEFF2
TMEM101	gene-TMEM101
TMEM102	gene-TMEM102
TMEM104	gene-TMEM104
TMEM106B	gene-TMEM106B
TMEM106C	gene-TMEM106C
TMEM107	gene-TMEM107
TMEM108	gene-TMEM108
TMEM11	gene-TMEM11
TMEM115	gene-TMEM115
TMEM116	gene-TMEM116
TMEM117	gene-TMEM117
TMEM119	gene-TMEM119
TMEM120A	gene-TMEM120A
TMEM120B	gene-TMEM120B
TMEM121	gene-TMEM121
TMEM126A	gene-TMEM126A
TMEM126B	gene-TMEM126B
TMEM127	gene-TMEM127
TMEM128	gene-TMEM128
TMEM129	gene-TMEM129
TMEM130	gene-TMEM130
TMEM131	gene-TMEM131
TMEM131L	gene-TMEM131L
TMEM132A	gene-TMEM132A
TMEM132B	gene-TMEM132B
TMEM132E	gene-TMEM132E
TMEM134	gene-TMEM134
TMEM135	gene-TMEM135
TMEM138	gene-TMEM138
TMEM139	gene-TMEM139
TMEM140	gene-TMEM140
TMEM141	gene-TMEM141
TMEM143	gene-TMEM143
TMEM144	gene-TMEM144
TMEM145	gene-TMEM145
TMEM147	gene-TMEM147
TMEM150A	gene-TMEM150A
TMEM150B	gene-TMEM150B
TMEM150C	gene-TMEM150C
TMEM151A	gene-TMEM151A
TMEM151B	gene-TMEM151B
TMEM154	gene-TMEM154
TMEM156	gene-TMEM156
TMEM160	gene-TMEM160
TMEM161A	gene-TMEM161A
TMEM161B	gene-TMEM161B
TMEM163	gene-TMEM163
TMEM164	gene-TMEM164
TMEM165	gene-TMEM165
TMEM167A	gene-TMEM167A
TMEM167B	gene-TMEM167B
TMEM168	gene-TMEM168
TMEM169	gene-TMEM169
TMEM17	gene-TMEM17
TMEM170B	gene-TMEM170B
TMEM171	gene-TMEM171
TMEM175	gene-TMEM175
TMEM176A	gene-TMEM176A
TMEM176B	gene-TMEM176B
TMEM178A	gene-TMEM178A
TMEM178B	gene-TMEM178B
TMEM179B	gene-TMEM179B
TMEM18	gene-TMEM18
TMEM181	gene-TMEM181
TMEM183A	gene-TMEM183A
TMEM184A	gene-TMEM184A
TMEM184B	gene-TMEM184B
TMEM184C	gene-TMEM184C
TMEM185A	gene-TMEM185A
TMEM192	gene-TMEM192
TMEM198	gene-TMEM198
TMEM199	gene-TMEM199
TMEM200A	gene-TMEM200A
TMEM201	gene-TMEM201
TMEM203	gene-TMEM203
TMEM204	gene-TMEM204
TMEM205	gene-TMEM205
TMEM208	gene-TMEM208
TMEM209	gene-TMEM209
TMEM214	gene-TMEM214
TMEM218	gene-TMEM218
TMEM220	gene-TMEM220
TMEM222	gene-TMEM222
TMEM223	gene-TMEM223
TMEM225B	gene-TMEM225B
TMEM229A	gene-TMEM229A
TMEM229B	gene-TMEM229B
TMEM230	gene-TMEM230
TMEM231	gene-TMEM231
TMEM234	gene-TMEM234
TMEM237	gene-TMEM237
TMEM238	gene-TMEM238
TMEM240	gene-TMEM240
TMEM241	gene-TMEM241
TMEM242	gene-TMEM242
TMEM243	gene-TMEM243
TMEM245	gene-TMEM245
TMEM248	gene-TMEM248
TMEM249	gene-TMEM249
TMEM25	gene-TMEM25
TMEM250	gene-TMEM250
TMEM251	gene-TMEM251
TMEM253	gene-TMEM253
TMEM254	gene-TMEM254
TMEM255A	gene-TMEM255A
TMEM259	gene-TMEM259
TMEM260	gene-TMEM260
TMEM263	gene-TMEM263
TMEM265	gene-TMEM265
TMEM267	gene-TMEM267
TMEM268	gene-TMEM268
TMEM30A	gene-TMEM30A
TMEM33	gene-TMEM33
TMEM35A	gene-TMEM35A
TMEM37	gene-TMEM37
TMEM38A	gene-TMEM38A
TMEM38B	gene-TMEM38B
TMEM39A	gene-TMEM39A
TMEM39B	gene-TMEM39B
TMEM40	gene-TMEM40
TMEM41A	gene-TMEM41A
TMEM41B	gene-TMEM41B
TMEM42	gene-TMEM42
TMEM43	gene-TMEM43
TMEM45A	gene-TMEM45A
TMEM47	gene-TMEM47
TMEM50A	gene-TMEM50A
TMEM53	gene-TMEM53
TMEM54	gene-TMEM54
TMEM59	gene-TMEM59
TMEM59L	gene-TMEM59L
TMEM60	gene-TMEM60
TMEM61	gene-TMEM61
TMEM62	gene-TMEM62
TMEM63A	gene-TMEM63A
TMEM63B	gene-TMEM63B
TMEM63C	gene-TMEM63C
TMEM64	gene-TMEM64
TMEM65	gene-TMEM65
TMEM67	gene-TMEM67
TMEM68	gene-TMEM68
TMEM69	gene-TMEM69
TMEM70	gene-TMEM70
TMEM71	gene-TMEM71
TMEM79	gene-TMEM79
TMEM81	gene-TMEM81
TMEM86A	gene-TMEM86A
TMEM86B	gene-TMEM86B
TMEM87A	gene-TMEM87A
TMEM87B	gene-TMEM87B
TMEM88	gene-TMEM88
TMEM89	gene-TMEM89
TMEM8B	gene-TMEM8B
TMEM92	gene-TMEM92
TMEM94	gene-TMEM94
TMEM97	gene-TMEM97
TMEM9B	gene-TMEM9B
TMF1	gene-TMF1
TMLHE	gene-TMLHE
TMOD1	gene-TMOD1
TMOD2	gene-TMOD2
TMOD4	gene-TMOD4
TMPO	gene-TMPO
TMPRSS5	gene-TMPRSS5
TMPRSS6	gene-TMPRSS6
TMSB10	gene-TMSB10
TMTC2	gene-TMTC2
TMTC3	gene-TMTC3
TMTC4	gene-TMTC4
TMUB1	gene-TMUB1
TMUB2	gene-TMUB2
TMX1	gene-TMX1
TMX2	gene-TMX2
TMX3	gene-TMX3
TMX4	gene-TMX4
TNF	gene-TNF
TNFAIP1	gene-TNFAIP1
TNFAIP2	gene-TNFAIP2
TNFAIP3	gene-TNFAIP3
TNFAIP6	gene-TNFAIP6
TNFAIP8	gene-TNFAIP8
TNFAIP8L1	gene-TNFAIP8L1
TNFAIP8L2	gene-TNFAIP8L2
TNFAIP8L3	gene-TNFAIP8L3
TNFRSF11A	gene-TNFRSF11A
TNFRSF12A	gene-TNFRSF12A
TNFRSF13B	gene-TNFRSF13B
TNFRSF13C	gene-TNFRSF13C
TNFRSF14	gene-TNFRSF14
TNFRSF17	gene-TNFRSF17
TNFRSF18	gene-TNFRSF18
TNFRSF19	gene-TNFRSF19
TNFRSF1A	gene-TNFRSF1A
TNFRSF1B	gene-TNFRSF1B
TNFRSF25	gene-TNFRSF25
TNFRSF4	gene-TNFRSF4
TNFRSF6B	gene-TNFRSF6B
TNFRSF8	gene-TNFRSF8
TNFRSF9	gene-TNFRSF9
TNFSF10	gene-TNFSF10
TNFSF11	gene-TNFSF11
TNFSF12	gene-TNFSF12
TNFSF13	gene-TNFSF13
TNFSF13B	gene-TNFSF13B
TNFSF14	gene-TNFSF14
TNFSF15	gene-TNFSF15
TNFSF4	gene-TNFSF4
TNFSF8	gene-TNFSF8
TNFSF9	gene-TNFSF9
TNIK	gene-TNIK
TNIP1	gene-TNIP1
TNIP3	gene-TNIP3
TNK1	gene-TNK1
TNK2	gene-TNK2
TNKS	gene-TNKS
TNKS1BP1	gene-TNKS1BP1
TNKS2	gene-TNKS2
TNN	gene-TNN
TNNC1	gene-TNNC1
TNNI2	gene-TNNI2
TNNI3	gene-TNNI3
TNNI3K	gene-TNNI3K
TNNT2	gene-TNNT2
TNPO1	gene-TNPO1
TNPO2	gene-TNPO2
TNPO3	gene-TNPO3
TNR	gene-TNR
TNRC18	gene-TNRC18
TNRC6A	gene-TNRC6A
TNRC6B	gene-TNRC6B
TNRC6C	gene-TNRC6C
TNS1	gene-TNS1
TNS2	gene-TNS2
TNS3	gene-TNS3
TNXB	gene-TNXB
TOB1	gene-TOB1
TOB2	gene-TOB2
TOE1	gene-TOE1
TOGARAM1	gene-TOGARAM1
TOGARAM2	gene-TOGARAM2
TOLLIP	gene-TOLLIP
TOM1	gene-TOM1
TOM1L1	gene-TOM1L1
TOM1L2	gene-TOM1L2
TOMM20	gene-TOMM20
TOMM34	gene-TOMM34
TOMM40	gene-TOMM40
TOMM40L	gene-TOMM40L
TOMM5	gene-TOMM5
TOMM6	gene-TOMM6
TOMM7	gene-TOMM7
TOMM70	gene-TOMM70
TONSL	gene-TONSL
TOP1	gene-TOP1
TOP2A	gene-TOP2A
TOP2B	gene-TOP2B
TOP3A	gene-TOP3A
TOP3B	gene-TOP3B
TOPAZ1	gene-TOPAZ1
TOPBP1	gene-TOPBP1
TOPORS	gene-TOPORS
TOR1A	gene-TOR1A
TOR1AIP1	gene-TOR1AIP1
TOR1B	gene-TOR1B
TOR2A	gene-TOR2A
TOR3A	gene-TOR3A
TOX	gene-TOX
TOX2	gene-TOX2
TOX4	gene-TOX4
TP53	gene-TP53
TP53BP1	gene-TP53BP1
TP53BP2	gene-TP53BP2
TP53I11	gene-TP53I11
TP53I13	gene-TP53I13
TP53I3	gene-TP53I3
TP53INP1	gene-TP53INP1
TP53INP2	gene-TP53INP2
TP53RK	gene-TP53RK
TP63	gene-TP63
TP73	gene-TP73
TPBGL	gene-TPBGL
TPCN1	gene-TPCN1
TPCN2	gene-TPCN2
TPD52	gene-TPD52
TPD52L2	gene-TPD52L2
TPGS1	gene-TPGS1
TPGS2	gene-TPGS2
TPI1	gene-TPI1
TPK1	gene-TPK1
TPM1	gene-TPM1
TPM2	gene-TPM2
TPM3	gene-TPM3
TPM4	gene-TPM4
TPMT	gene-TPMT
TPP1	gene-TPP1
TPP2	gene-TPP2
TPPP	gene-TPPP
TPPP3	gene-TPPP3
TPR	gene-TPR
TPRA1	gene-TPRA1
TPRG1	gene-TPRG1
TPRG1L	gene-TPRG1L
TPST1	gene-TPST1
TPST2	gene-TPST2
TPT1	gene-TPT1
TPX2	gene-TPX2
TRA2A	gene-TRA2A
TRA2B	gene-TRA2B
TRABD	gene-TRABD
TRABD2A	gene-TRABD2A
TRADD	gene-TRADD
TRAF2	gene-TRAF2
TRAF3	gene-TRAF3
TRAF3IP1	gene-TRAF3IP1
TRAF3IP2	gene-TRAF3IP2
TRAF3IP3	gene-TRAF3IP3
TRAF4	gene-TRAF4
TRAF5	gene-TRAF5
TRAF6	gene-TRAF6
TRAF7	gene-TRAF7
TRAFD1	gene-TRAFD1
TRAIP	gene-TRAIP
TRAK1	gene-TRAK1
TRAK2	gene-TRAK2
TRAM1	gene-TRAM1
TRAM1L1	gene-TRAM1L1
TRAM2	gene-TRAM2
TRANK1	gene-TRANK1
TRAP1	gene-TRAP1
TRAPPC1	gene-TRAPPC1
TRAPPC10	gene-TRAPPC10
TRAPPC11	gene-TRAPPC11
TRAPPC12	gene-TRAPPC12
TRAPPC13	gene-TRAPPC13
TRAPPC14	gene-TRAPPC14
TRAPPC2L	gene-TRAPPC2L
TRAPPC3	gene-TRAPPC3
TRAPPC4	gene-TRAPPC4
TRAPPC6A	gene-TRAPPC6A
TRAPPC6B	gene-TRAPPC6B
TRAPPC8	gene-TRAPPC8
TRAPPC9	gene-TRAPPC9
TRAT1	gene-TRAT1
TRDMT1	gene-TRDMT1
TREML2	gene-TREML2
TRERF1	gene-TRERF1
TREX1	gene-TREX1
TRIAP1	gene-TRIAP1
TRIB1	gene-TRIB1
TRIB2	gene-TRIB2
TRIB3	gene-TRIB3
TRIM13	gene-TRIM13
TRIM14	gene-TRIM14
TRIM16	gene-TRIM16
TRIM17	gene-TRIM17
TRIM21	gene-TRIM21
TRIM22	gene-TRIM22
