symbol	ROS_gene_id
SEC11C	gene-SEC11C
SEC13	gene-SEC13
SEC14L1	gene-SEC14L1
SEC16A	gene-SEC16A
SEC22A	gene-SEC22A
SEC22B	gene-SEC22B
SEC22C	gene-SEC22C
SEC23A	gene-SEC23A
SEC23B	gene-SEC23B
SEC23IP	gene-SEC23IP
SEC24A	gene-SEC24A
SEC24B	gene-SEC24B
SEC24C	gene-SEC24C
SEC24D	gene-SEC24D
SEC31A	gene-SEC31A
SEC31B	gene-SEC31B
SEC61A1	gene-SEC61A1
SEC61A2	gene-SEC61A2
SEC61B	gene-SEC61B
SEC61G	gene-SEC61G
SECISBP2	gene-SECISBP2
SECISBP2L	gene-SECISBP2L
SEL1L	gene-SEL1L
SEL1L3	gene-SEL1L3
SELENBP1	gene-SELENBP1
SELENOF	gene-SELENOF
SELENOI	gene-SELENOI
SELENOK	gene-SELENOK
SELENOM	gene-SELENOM
SELENOO	gene-SELENOO
SELENOP	gene-SELENOP
SELENOS	gene-SELENOS
SELENOT	gene-SELENOT
SELENOW	gene-SELENOW
SELL	gene-SELL
SELP	gene-SELP
SELPLG	gene-SELPLG
SEM1	gene-SEM1
SEMA3A	gene-SEMA3A
SEMA3F	gene-SEMA3F
SEMA3G	gene-SEMA3G
SEMA4A	gene-SEMA4A
SEMA4B	gene-SEMA4B
SEMA4C	gene-SEMA4C
SEMA4D	gene-SEMA4D
SEMA4F	gene-SEMA4F
SEMA4G	gene-SEMA4G
SEMA6A	gene-SEMA6A
SEMA6C	gene-SEMA6C
SEMA6D	gene-SEMA6D
SEMA7A	gene-SEMA7A
SENP1	gene-SENP1
SENP2	gene-SENP2
SENP5	gene-SENP5
SENP6	gene-SENP6
SENP7	gene-SENP7
SENP8	gene-SENP8
SEPHS1	gene-SEPHS1
SEPSECS	gene-SEPSECS
SEPTIN1	gene-SEPTIN1
SEPTIN10	gene-SEPTIN10
SEPTIN11	gene-SEPTIN11
SEPTIN2	gene-SEPTIN2
SEPTIN4	gene-SEPTIN4
SEPTIN5	gene-SEPTIN5
SEPTIN6	gene-SEPTIN6
SEPTIN7	gene-SEPTIN7
SEPTIN8	gene-SEPTIN8
SEPTIN9	gene-SEPTIN9
SERAC1	gene-SERAC1
SERBP1	gene-SERBP1
SERF1A	gene-SERF1A
SERF2	gene-SERF2
SERGEF	gene-SERGEF
SERHL2	gene-SERHL2
SERINC1	gene-SERINC1
SERINC2	gene-SERINC2
SERINC3	gene-SERINC3
SERINC4	gene-SERINC4
SERINC5	gene-SERINC5
SERP2	gene-SERP2
SERPINA1	gene-SERPINA1
SERPINB1	gene-SERPINB1
SERPINB5	gene-SERPINB5
SERPINB6	gene-SERPINB6
SERPINB8	gene-SERPINB8
SERPINB9	gene-SERPINB9
SERPINC1	gene-SERPINC1
SERPIND1	gene-SERPIND1
SERPINE1	gene-SERPINE1
SERPINE2	gene-SERPINE2
SERPINE3	gene-SERPINE3
SERPINF1	gene-SERPINF1
SERPINF2	gene-SERPINF2
SERPING1	gene-SERPING1
SERPINH1	gene-SERPINH1
SERPINI1	gene-SERPINI1
SERTAD1	gene-SERTAD1
SERTAD3	gene-SERTAD3
SERTAD4	gene-SERTAD4
SESN1	gene-SESN1
SESN2	gene-SESN2
SESN3	gene-SESN3
SESTD1	gene-SESTD1
SETBP1	gene-SETBP1
SETD1A	gene-SETD1A
SETD1B	gene-SETD1B
SETD2	gene-SETD2
SETD3	gene-SETD3
SETD4	gene-SETD4
SETD5	gene-SETD5
SETD6	gene-SETD6
SETD7	gene-SETD7
SETD9	gene-SETD9
SETDB1	gene-SETDB1
SETDB2	gene-SETDB2
SETMAR	gene-SETMAR
SETX	gene-SETX
SEZ6L2	gene-SEZ6L2
SF1	gene-SF1
SF3A1	gene-SF3A1
SF3A2	gene-SF3A2
SF3B1	gene-SF3B1
SF3B2	gene-SF3B2
SF3B3	gene-SF3B3
SF3B4	gene-SF3B4
SF3B5	gene-SF3B5
SF3B6	gene-SF3B6
SFI1	gene-SFI1
SFMBT1	gene-SFMBT1
SFMBT2	gene-SFMBT2
SFN	gene-SFN
SFPQ	gene-SFPQ
SFR1	gene-SFR1
SFRP1	gene-SFRP1
SFRP2	gene-SFRP2
SFRP5	gene-SFRP5
SFSWAP	gene-SFSWAP
SFT2D1	gene-SFT2D1
SFXN1	gene-SFXN1
SFXN2	gene-SFXN2
SFXN3	gene-SFXN3
SFXN4	gene-SFXN4
SFXN5	gene-SFXN5
SGCA	gene-SGCA
SGCB	gene-SGCB
SGCE	gene-SGCE
SGCG	gene-SGCG
SGF29	gene-SGF29
SGIP1	gene-SGIP1
SGK1	gene-SGK1
SGK3	gene-SGK3
SGMS1	gene-SGMS1
SGMS2	gene-SGMS2
SGO1	gene-SGO1
SGO2	gene-SGO2
SGPL1	gene-SGPL1
SGPP1	gene-SGPP1
SGSH	gene-SGSH
SGSM1	gene-SGSM1
SGSM2	gene-SGSM2
SGSM3	gene-SGSM3
SGTA	gene-SGTA
SGTB	gene-SGTB
SH2B1	gene-SH2B1
SH2B2	gene-SH2B2
SH2B3	gene-SH2B3
SH2D1A	gene-SH2D1A
SH2D1B	gene-SH2D1B
SH2D2A	gene-SH2D2A
SH2D3A	gene-SH2D3A
SH2D3C	gene-SH2D3C
SH2D4A	gene-SH2D4A
SH2D5	gene-SH2D5
SH2D6	gene-SH2D6
SH3BGRL	gene-SH3BGRL
SH3BGRL2	gene-SH3BGRL2
SH3BGRL3	gene-SH3BGRL3
SH3BP1	gene-SH3BP1
SH3BP4	gene-SH3BP4
SH3BP5	gene-SH3BP5
SH3BP5L	gene-SH3BP5L
SH3D21	gene-SH3D21
SH3GL1	gene-SH3GL1
SH3GLB1	gene-SH3GLB1
SH3GLB2	gene-SH3GLB2
SH3KBP1	gene-SH3KBP1
SH3PXD2A	gene-SH3PXD2A
SH3PXD2B	gene-SH3PXD2B
SH3RF1	gene-SH3RF1
SH3RF3	gene-SH3RF3
SH3TC1	gene-SH3TC1
SH3YL1	gene-SH3YL1
SHANK2	gene-SHANK2
SHARPIN	gene-SHARPIN
SHB	gene-SHB
SHC1	gene-SHC1
SHC3	gene-SHC3
SHC4	gene-SHC4
SHCBP1	gene-SHCBP1
SHE	gene-SHE
SHF	gene-SHF
SHFL	gene-SHFL
SHH	gene-SHH
SHISA5	gene-SHISA5
SHISAL2A	gene-SHISAL2A
SHKBP1	gene-SHKBP1
SHLD1	gene-SHLD1
SHLD2	gene-SHLD2
SHMT1	gene-SHMT1
SHMT2	gene-SHMT2
SHOC2	gene-SHOC2
SHOX2	gene-SHOX2
SHPRH	gene-SHPRH
SHQ1	gene-SHQ1
SHROOM1	gene-SHROOM1
SHROOM2	gene-SHROOM2
SHROOM3	gene-SHROOM3
SHROOM4	gene-SHROOM4
SHTN1	gene-SHTN1
SIAE	gene-SIAE
SIAH1	gene-SIAH1
SIAH2	gene-SIAH2
SIDT1	gene-SIDT1
SIDT2	gene-SIDT2
SIGIRR	gene-SIGIRR
SIGLEC1	gene-SIGLEC1
SIGMAR1	gene-SIGMAR1
SIK2	gene-SIK2
SIK3	gene-SIK3
SIKE1	gene-SIKE1
SIL1	gene-SIL1
SIM1	gene-SIM1
SIM2	gene-SIM2
SIMC1	gene-SIMC1
SIN3A	gene-SIN3A
SIN3B	gene-SIN3B
SINHCAF	gene-SINHCAF
SIPA1	gene-SIPA1
SIPA1L1	gene-SIPA1L1
SIPA1L2	gene-SIPA1L2
SIPA1L3	gene-SIPA1L3
SIRT1	gene-SIRT1
SIRT2	gene-SIRT2
SIRT3	gene-SIRT3
SIRT4	gene-SIRT4
SIRT5	gene-SIRT5
SIRT6	gene-SIRT6
SIT1	gene-SIT1
SIVA1	gene-SIVA1
SIX1	gene-SIX1
SIX3	gene-SIX3
SIX4	gene-SIX4
SIX5	gene-SIX5
SKA1	gene-SKA1
SKA2	gene-SKA2
SKA3	gene-SKA3
SKAP1	gene-SKAP1
SKAP2	gene-SKAP2
SKI	gene-SKI
SKIDA1	gene-SKIDA1
SKIL	gene-SKIL
SKIV2L	gene-SKIV2L
SKOR1	gene-SKOR1
SKP1	gene-SKP1
SKP2	gene-SKP2
SLA	gene-SLA
SLA2	gene-SLA2
SLAIN1	gene-SLAIN1
SLAIN2	gene-SLAIN2
SLAMF1	gene-SLAMF1
SLAMF6	gene-SLAMF6
SLAMF7	gene-SLAMF7
SLAMF9	gene-SLAMF9
SLBP	gene-SLBP
SLBP2	gene-SLBP2
SLC10A1	gene-SLC10A1
SLC10A3	gene-SLC10A3
SLC10A6	gene-SLC10A6
SLC10A7	gene-SLC10A7
SLC11A1	gene-SLC11A1
SLC11A2	gene-SLC11A2
SLC12A2	gene-SLC12A2
SLC12A3	gene-SLC12A3
SLC12A4	gene-SLC12A4
SLC12A5	gene-SLC12A5
SLC12A6	gene-SLC12A6
SLC12A7	gene-SLC12A7
SLC12A8	gene-SLC12A8
SLC12A9	gene-SLC12A9
SLC13A2	gene-SLC13A2
SLC14A1	gene-SLC14A1
SLC15A2	gene-SLC15A2
SLC15A4	gene-SLC15A4
SLC16A1	gene-SLC16A1
SLC16A10	gene-SLC16A10
SLC16A11	gene-SLC16A11
SLC16A13	gene-SLC16A13
SLC16A14	gene-SLC16A14
SLC16A2	gene-SLC16A2
SLC16A3	gene-SLC16A3
SLC16A5	gene-SLC16A5
SLC16A6	gene-SLC16A6
SLC16A7	gene-SLC16A7
SLC17A5	gene-SLC17A5
SLC17A7	gene-SLC17A7
SLC17A9	gene-SLC17A9
SLC18B1	gene-SLC18B1
SLC19A1	gene-SLC19A1
SLC19A2	gene-SLC19A2
SLC1A1	gene-SLC1A1
SLC1A2	gene-SLC1A2
SLC1A3	gene-SLC1A3
SLC1A4	gene-SLC1A4
SLC1A5	gene-SLC1A5
SLC20A1	gene-SLC20A1
SLC20A2	gene-SLC20A2
SLC22A11	gene-SLC22A11
SLC22A15	gene-SLC22A15
SLC22A17	gene-SLC22A17
SLC22A23	gene-SLC22A23
SLC22A4	gene-SLC22A4
SLC23A1	gene-SLC23A1
SLC23A3	gene-SLC23A3
SLC24A2	gene-SLC24A2
SLC24A3	gene-SLC24A3
SLC24A4	gene-SLC24A4
SLC24A5	gene-SLC24A5
SLC25A1	gene-SLC25A1
SLC25A11	gene-SLC25A11
SLC25A12	gene-SLC25A12
SLC25A13	gene-SLC25A13
SLC25A14	gene-SLC25A14
SLC25A15	gene-SLC25A15
SLC25A16	gene-SLC25A16
SLC25A17	gene-SLC25A17
SLC25A19	gene-SLC25A19
SLC25A20	gene-SLC25A20
SLC25A23	gene-SLC25A23
SLC25A25	gene-SLC25A25
SLC25A26	gene-SLC25A26
SLC25A27	gene-SLC25A27
SLC25A29	gene-SLC25A29
SLC25A30	gene-SLC25A30
SLC25A32	gene-SLC25A32
SLC25A33	gene-SLC25A33
SLC25A34	gene-SLC25A34
SLC25A35	gene-SLC25A35
SLC25A36	gene-SLC25A36
SLC25A37	gene-SLC25A37
SLC25A38	gene-SLC25A38
SLC25A39	gene-SLC25A39
SLC25A4	gene-SLC25A4
SLC25A40	gene-SLC25A40
SLC25A41	gene-SLC25A41
SLC25A42	gene-SLC25A42
SLC25A43	gene-SLC25A43
SLC25A44	gene-SLC25A44
SLC25A46	gene-SLC25A46
SLC25A47	gene-SLC25A47
SLC25A48	gene-SLC25A48
SLC25A5	gene-SLC25A5
SLC25A51	gene-SLC25A51
SLC25A53	gene-SLC25A53
SLC25A6	gene-SLC25A6
SLC26A1	gene-SLC26A1
SLC26A11	gene-SLC26A11
SLC26A2	gene-SLC26A2
SLC26A9	gene-SLC26A9
SLC27A1	gene-SLC27A1
SLC27A3	gene-SLC27A3
SLC27A4	gene-SLC27A4
SLC29A1	gene-SLC29A1
SLC29A3	gene-SLC29A3
SLC29A4	gene-SLC29A4
SLC2A1	gene-SLC2A1
SLC2A11	gene-SLC2A11
SLC2A13	gene-SLC2A13
SLC2A3	gene-SLC2A3
SLC2A4	gene-SLC2A4
SLC2A4RG	gene-SLC2A4RG
SLC2A6	gene-SLC2A6
SLC2A8	gene-SLC2A8
SLC2A9	gene-SLC2A9
SLC30A1	gene-SLC30A1
SLC30A3	gene-SLC30A3
SLC30A4	gene-SLC30A4
SLC30A5	gene-SLC30A5
SLC30A6	gene-SLC30A6
SLC30A7	gene-SLC30A7
SLC30A9	gene-SLC30A9
SLC31A1	gene-SLC31A1
SLC31A2	gene-SLC31A2
SLC32A1	gene-SLC32A1
SLC33A1	gene-SLC33A1
SLC34A1	gene-SLC34A1
SLC34A3	gene-SLC34A3
SLC35A1	gene-SLC35A1
SLC35A2	gene-SLC35A2
SLC35A3	gene-SLC35A3
SLC35A4	gene-SLC35A4
SLC35A5	gene-SLC35A5
SLC35B1	gene-SLC35B1
SLC35B2	gene-SLC35B2
SLC35B3	gene-SLC35B3
SLC35B4	gene-SLC35B4
SLC35C1	gene-SLC35C1
SLC35C2	gene-SLC35C2
SLC35D1	gene-SLC35D1
SLC35D2	gene-SLC35D2
SLC35E1	gene-SLC35E1
SLC35E4	gene-SLC35E4
SLC35F2	gene-SLC35F2
SLC35F5	gene-SLC35F5
SLC35F6	gene-SLC35F6
SLC35G2	gene-SLC35G2
SLC36A1	gene-SLC36A1
SLC36A4	gene-SLC36A4
SLC37A1	gene-SLC37A1
SLC37A2	gene-SLC37A2
SLC37A3	gene-SLC37A3
SLC37A4	gene-SLC37A4
SLC38A1	gene-SLC38A1
SLC38A10	gene-SLC38A10
SLC38A11	gene-SLC38A11
SLC38A2	gene-SLC38A2
SLC38A5	gene-SLC38A5
SLC38A6	gene-SLC38A6
SLC38A7	gene-SLC38A7
SLC38A9	gene-SLC38A9
SLC39A1	gene-SLC39A1
SLC39A10	gene-SLC39A10
SLC39A12	gene-SLC39A12
SLC39A13	gene-SLC39A13
SLC39A14	gene-SLC39A14
SLC39A2	gene-SLC39A2
SLC39A3	gene-SLC39A3
SLC39A6	gene-SLC39A6
SLC39A7	gene-SLC39A7
SLC39A8	gene-SLC39A8
SLC39A9	gene-SLC39A9
SLC3A1	gene-SLC3A1
SLC3A2	gene-SLC3A2
SLC40A1	gene-SLC40A1
SLC41A1	gene-SLC41A1
SLC41A2	gene-SLC41A2
SLC41A3	gene-SLC41A3
SLC43A1	gene-SLC43A1
SLC43A2	gene-SLC43A2
SLC43A3	gene-SLC43A3
SLC44A1	gene-SLC44A1
SLC44A2	gene-SLC44A2
SLC45A1	gene-SLC45A1
SLC45A2	gene-SLC45A2
SLC45A4	gene-SLC45A4
SLC46A1	gene-SLC46A1
SLC46A2	gene-SLC46A2
SLC46A3	gene-SLC46A3
SLC47A2	gene-SLC47A2
SLC48A1	gene-SLC48A1
SLC49A4	gene-SLC49A4
SLC4A10	gene-SLC4A10
SLC4A11	gene-SLC4A11
SLC4A2	gene-SLC4A2
SLC4A4	gene-SLC4A4
SLC4A5	gene-SLC4A5
SLC4A7	gene-SLC4A7
SLC4A8	gene-SLC4A8
SLC50A1	gene-SLC50A1
SLC51A	gene-SLC51A
SLC51B	gene-SLC51B
SLC5A2	gene-SLC5A2
SLC5A3	gene-SLC5A3
SLC5A5	gene-SLC5A5
SLC5A6	gene-SLC5A6
SLC66A1	gene-SLC66A1
SLC66A2	gene-SLC66A2
SLC66A3	gene-SLC66A3
SLC6A12	gene-SLC6A12
SLC6A15	gene-SLC6A15
SLC6A17	gene-SLC6A17
SLC6A18	gene-SLC6A18
SLC6A20	gene-SLC6A20
SLC6A3	gene-SLC6A3
SLC6A6	gene-SLC6A6
SLC6A8	gene-SLC6A8
SLC6A9	gene-SLC6A9
SLC7A1	gene-SLC7A1
SLC7A11	gene-SLC7A11
SLC7A4	gene-SLC7A4
SLC7A5	gene-SLC7A5
SLC7A6	gene-SLC7A6
SLC7A6OS	gene-SLC7A6OS
SLC7A7	gene-SLC7A7
SLC7A8	gene-SLC7A8
SLC8A1	gene-SLC8A1
SLC8A2	gene-SLC8A2
SLC8A3	gene-SLC8A3
SLC8B1	gene-SLC8B1
SLC9A1	gene-SLC9A1
SLC9A2	gene-SLC9A2
SLC9A3	gene-SLC9A3
SLC9A3R1	gene-SLC9A3R1
SLC9A3R2	gene-SLC9A3R2
SLC9A5	gene-SLC9A5
SLC9A6	gene-SLC9A6
SLC9A7	gene-SLC9A7
SLC9A8	gene-SLC9A8
SLC9A9	gene-SLC9A9
SLC9B1	gene-SLC9B1
SLC9B2	gene-SLC9B2
SLCO2B1	gene-SLCO2B1
SLCO3A1	gene-SLCO3A1
SLCO4A1	gene-SLCO4A1
SLCO5A1	gene-SLCO5A1
SLF1	gene-SLF1
SLF2	gene-SLF2
SLFN14	gene-SLFN14
SLFNL1	gene-SLFNL1
SLIRP	gene-SLIRP
SLIT1	gene-SLIT1
SLIT2	gene-SLIT2
SLIT3	gene-SLIT3
SLK	gene-SLK
SLMAP	gene-SLMAP
SLPI	gene-SLPI
SLTM	gene-SLTM
SLU7	gene-SLU7
SLX4	gene-SLX4
SLX4IP	gene-SLX4IP
SMAD1	gene-SMAD1
SMAD2	gene-SMAD2
SMAD3	gene-SMAD3
SMAD4	gene-SMAD4
SMAD5	gene-SMAD5
SMAD6	gene-SMAD6
SMAD7	gene-SMAD7
SMAGP	gene-SMAGP
SMAP1	gene-SMAP1
SMAP2	gene-SMAP2
SMARCA1	gene-SMARCA1
SMARCA2	gene-SMARCA2
SMARCA4	gene-SMARCA4
SMARCA5	gene-SMARCA5
SMARCAD1	gene-SMARCAD1
SMARCAL1	gene-SMARCAL1
SMARCB1	gene-SMARCB1
SMARCC1	gene-SMARCC1
SMARCC2	gene-SMARCC2
SMARCD1	gene-SMARCD1
SMARCD2	gene-SMARCD2
SMARCD3	gene-SMARCD3
SMARCE1	gene-SMARCE1
SMC1A	gene-SMC1A
SMC1B	gene-SMC1B
SMC2	gene-SMC2
SMC3	gene-SMC3
SMC4	gene-SMC4
SMC5	gene-SMC5
SMC6	gene-SMC6
SMCHD1	gene-SMCHD1
SMCO3	gene-SMCO3
SMCO4	gene-SMCO4
SMCR8	gene-SMCR8
SMDT1	gene-SMDT1
SMG1	gene-SMG1
SMG5	gene-SMG5
SMG6	gene-SMG6
SMG7	gene-SMG7
SMG8	gene-SMG8
SMG9	gene-SMG9
SMIM1	gene-SMIM1
SMIM10L1	gene-SMIM10L1
SMIM12	gene-SMIM12
SMIM19	gene-SMIM19
SMIM20	gene-SMIM20
SMIM26	gene-SMIM26
SMIM3	gene-SMIM3
SMIM30	gene-SMIM30
SMIM33	gene-SMIM33
SMIM4	gene-SMIM4
SMIM8	gene-SMIM8
SMKR1	gene-SMKR1
SMN	gene-SMN
SMNDC1	gene-SMNDC1
SMO	gene-SMO
SMOC1	gene-SMOC1
SMOC2	gene-SMOC2
SMOX	gene-SMOX
SMPD1	gene-SMPD1
SMPD2	gene-SMPD2
SMPD3	gene-SMPD3
SMPD4	gene-SMPD4
SMPDL3A	gene-SMPDL3A
SMPDL3B	gene-SMPDL3B
SMS	gene-SMS
SMTN	gene-SMTN
SMTNL2	gene-SMTNL2
SMU1	gene-SMU1
SMUG1	gene-SMUG1
SMURF1	gene-SMURF1
SMURF2	gene-SMURF2
SMYD2	gene-SMYD2
SMYD3	gene-SMYD3
SMYD4	gene-SMYD4
SMYD5	gene-SMYD5
SNAI1	gene-SNAI1
SNAI2	gene-SNAI2
SNAI3	gene-SNAI3
SNAP23	gene-SNAP23
SNAP29	gene-SNAP29
SNAP47	gene-SNAP47
SNAP91	gene-SNAP91
SNAPC1	gene-SNAPC1
SNAPC2	gene-SNAPC2
SNAPC3	gene-SNAPC3
SNAPC4	gene-SNAPC4
SNAPC5	gene-SNAPC5
SNAPIN	gene-SNAPIN
SNCB	gene-SNCB
SNCG	gene-SNCG
SND1	gene-SND1
SNED1	gene-SNED1
SNF8	gene-SNF8
SNIP1	gene-SNIP1
SNN	gene-SNN
SNORC	gene-SNORC
SNRK	gene-SNRK
SNRNP200	gene-SNRNP200
SNRNP25	gene-SNRNP25
SNRNP27	gene-SNRNP27
SNRNP40	gene-SNRNP40
SNRNP48	gene-SNRNP48
SNRNP70	gene-SNRNP70
SNRPA1	gene-SNRPA1
SNRPB	gene-SNRPB
SNRPB2	gene-SNRPB2
SNRPC	gene-SNRPC
SNRPD1	gene-SNRPD1
SNRPD2	gene-SNRPD2
SNRPG	gene-SNRPG
SNRPN	gene-SNRPN
SNTA1	gene-SNTA1
SNTB1	gene-SNTB1
SNTB2	gene-SNTB2
SNUPN	gene-SNUPN
SNW1	gene-SNW1
SNX1	gene-SNX1
SNX10	gene-SNX10
SNX11	gene-SNX11
SNX13	gene-SNX13
SNX14	gene-SNX14
SNX15	gene-SNX15
SNX16	gene-SNX16
SNX17	gene-SNX17
SNX18	gene-SNX18
SNX19	gene-SNX19
SNX2	gene-SNX2
SNX20	gene-SNX20
SNX21	gene-SNX21
SNX22	gene-SNX22
SNX24	gene-SNX24
SNX25	gene-SNX25
SNX27	gene-SNX27
SNX29	gene-SNX29
SNX3	gene-SNX3
SNX30	gene-SNX30
SNX31	gene-SNX31
SNX32	gene-SNX32
SNX33	gene-SNX33
SNX4	gene-SNX4
SNX5	gene-SNX5
SNX6	gene-SNX6
SNX7	gene-SNX7
SNX8	gene-SNX8
SNX9	gene-SNX9
SOAT1	gene-SOAT1
SOAT2	gene-SOAT2
SOBP	gene-SOBP
SOCS1	gene-SOCS1
SOCS2	gene-SOCS2
SOCS5	gene-SOCS5
SOCS6	gene-SOCS6
SOCS7	gene-SOCS7
SOD1	gene-SOD1
SOD2	gene-SOD2
SOGA1	gene-SOGA1
SORBS1	gene-SORBS1
SORBS2	gene-SORBS2
SORBS3	gene-SORBS3
SORCS2	gene-SORCS2
SORD	gene-SORD
SORL1	gene-SORL1
SORT1	gene-SORT1
SOS1	gene-SOS1
SOS2	gene-SOS2
SOWAHC	gene-SOWAHC
SOX10	gene-SOX10
SOX12	gene-SOX12
SOX13	gene-SOX13
SOX15	gene-SOX15
SOX18	gene-SOX18
SOX30	gene-SOX30
SOX4	gene-SOX4
SOX5	gene-SOX5
SOX8	gene-SOX8
SP1	gene-SP1
SP100	gene-SP100
SP110	gene-SP110
SP140	gene-SP140
SP2	gene-SP2
SP3	gene-SP3
SP4	gene-SP4
SP5	gene-SP5
SP6	gene-SP6
SP7	gene-SP7
SP9	gene-SP9
SPA17	gene-SPA17
SPACA6	gene-SPACA6
SPACA9	gene-SPACA9
SPAG16	gene-SPAG16
SPAG4	gene-SPAG4
SPAG5	gene-SPAG5
SPAG6	gene-SPAG6
SPAG7	gene-SPAG7
SPAG8	gene-SPAG8
SPAG9	gene-SPAG9
SPARC	gene-SPARC
SPART	gene-SPART
SPAST	gene-SPAST
SPATA1	gene-SPATA1
SPATA17	gene-SPATA17
SPATA2	gene-SPATA2
SPATA20	gene-SPATA20
SPATA24	gene-SPATA24
SPATA2L	gene-SPATA2L
SPATA3	gene-SPATA3
SPATA5	gene-SPATA5
SPATA5L1	gene-SPATA5L1
SPATA6	gene-SPATA6
SPATA6L	gene-SPATA6L
SPATA7	gene-SPATA7
SPATC1L	gene-SPATC1L
SPATS2	gene-SPATS2
SPATS2L	gene-SPATS2L
SPC24	gene-SPC24
SPC25	gene-SPC25
SPCS1	gene-SPCS1
SPCS2	gene-SPCS2
SPCS3	gene-SPCS3
SPECC1	gene-SPECC1
SPECC1L	gene-SPECC1L
SPEF1	gene-SPEF1
SPEF2	gene-SPEF2
SPEG	gene-SPEG
SPESP1	gene-SPESP1
SPG11	gene-SPG11
SPG21	gene-SPG21
SPG7	gene-SPG7
SPHK1	gene-SPHK1
SPHK2	gene-SPHK2
SPHKAP	gene-SPHKAP
SPI1	gene-SPI1
SPICE1	gene-SPICE1
SPIDR	gene-SPIDR
SPIN1	gene-SPIN1
SPINDOC	gene-SPINDOC
SPINK2	gene-SPINK2
SPINT1	gene-SPINT1
SPINT2	gene-SPINT2
SPIRE1	gene-SPIRE1
SPIRE2	gene-SPIRE2
SPNS1	gene-SPNS1
SPNS3	gene-SPNS3
SPO11	gene-SPO11
SPOCD1	gene-SPOCD1
SPOCK1	gene-SPOCK1
SPOCK2	gene-SPOCK2
SPON1	gene-SPON1
SPOP	gene-SPOP
SPOPL	gene-SPOPL
SPOUT1	gene-SPOUT1
SPP1	gene-SPP1
SPP2	gene-SPP2
SPPL2A	gene-SPPL2A
SPPL2B	gene-SPPL2B
SPPL3	gene-SPPL3
SPR	gene-SPR
SPRED1	gene-SPRED1
SPRED2	gene-SPRED2
SPRTN	gene-SPRTN
SPRY1	gene-SPRY1
SPRY2	gene-SPRY2
SPRY4	gene-SPRY4
SPRYD3	gene-SPRYD3
SPRYD4	gene-SPRYD4
SPRYD7	gene-SPRYD7
SPSB1	gene-SPSB1
SPSB2	gene-SPSB2
SPSB3	gene-SPSB3
SPTAN1	gene-SPTAN1
SPTB	gene-SPTB
SPTBN1	gene-SPTBN1
SPTBN2	gene-SPTBN2
SPTBN5	gene-SPTBN5
SPTLC1	gene-SPTLC1
SPTLC2	gene-SPTLC2
SPTY2D1	gene-SPTY2D1
SQLE	gene-SQLE
SQOR	gene-SQOR
SQSTM1	gene-SQSTM1
SRA1	gene-SRA1
SRBD1	gene-SRBD1
SRC	gene-SRC
SRCIN1	gene-SRCIN1
SRD5A1	gene-SRD5A1
SRD5A2	gene-SRD5A2
SRD5A3	gene-SRD5A3
SREBF1	gene-SREBF1
SREBF2	gene-SREBF2
SREK1	gene-SREK1
SREK1IP1	gene-SREK1IP1
SRF	gene-SRF
SRFBP1	gene-SRFBP1
SRGAP1	gene-SRGAP1
SRGAP3	gene-SRGAP3
SRGN	gene-SRGN
SRI	gene-SRI
SRM	gene-SRM
SRMS	gene-SRMS
SRP14	gene-SRP14
SRP19	gene-SRP19
SRP54	gene-SRP54
SRP68	gene-SRP68
SRP72	gene-SRP72
SRP9	gene-SRP9
SRPK1	gene-SRPK1
SRPK2	gene-SRPK2
SRPK3	gene-SRPK3
SRPRA	gene-SRPRA
SRPRB	gene-SRPRB
SRRM1	gene-SRRM1
SRRM2	gene-SRRM2
SRRM4	gene-SRRM4
SRRT	gene-SRRT
SRSF1	gene-SRSF1
SRSF10	gene-SRSF10
SRSF11	gene-SRSF11
SRSF12	gene-SRSF12
SRSF2	gene-SRSF2
SRSF3	gene-SRSF3
SRSF4	gene-SRSF4
SRSF5	gene-SRSF5
SRSF6	gene-SRSF6
SRSF7	gene-SRSF7
SRSF9	gene-SRSF9
SRXN1	gene-SRXN1
SS18	gene-SS18
SS18L1	gene-SS18L1
SS18L2	gene-SS18L2
SSB	gene-SSB
SSBP1	gene-SSBP1
SSBP2	gene-SSBP2
SSBP3	gene-SSBP3
SSBP4	gene-SSBP4
SSC4D	gene-SSC4D
SSC5D	gene-SSC5D
SSH1	gene-SSH1
SSH2	gene-SSH2
SSH3	gene-SSH3
SSNA1	gene-SSNA1
SSPN	gene-SSPN
SSPO	gene-SSPO
SSR1	gene-SSR1
SSR2	gene-SSR2
SSR3	gene-SSR3
SSR4	gene-SSR4
SSRP1	gene-SSRP1
SSTR2	gene-SSTR2
SSTR3	gene-SSTR3
SSU72	gene-SSU72
SSX2IP	gene-SSX2IP
ST13	gene-ST13
ST14	gene-ST14
ST3GAL1	gene-ST3GAL1
ST3GAL2	gene-ST3GAL2
ST3GAL3	gene-ST3GAL3
ST3GAL4	gene-ST3GAL4
ST3GAL5	gene-ST3GAL5
ST3GAL6	gene-ST3GAL6
ST6GAL1	gene-ST6GAL1
ST6GALNAC4	gene-ST6GALNAC4
ST6GALNAC5	gene-ST6GALNAC5
ST6GALNAC6	gene-ST6GALNAC6
ST7	gene-ST7
ST7L	gene-ST7L
ST8SIA1	gene-ST8SIA1
ST8SIA4	gene-ST8SIA4
STAB1	gene-STAB1
STAB2	gene-STAB2
